IP,Country,City,Organization,ISP,ASN,Ports,Vulnerabilities,OS,Source_Count,Sources
124.243.60.17,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
206.168.34.56,,,,,,,,,1,Malwares and Logs/access.log
143.137.164.192,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
209.38.106.110,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
152.32.185.141,,,,,,,,,1,Malwares and Logs/access.log
43.166.7.113,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
105.0.0.0,,,,,,,,,1,Malwares and Logs/access.log
5.160.31.38,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
170.64.234.54,,,,,,,,,1,Malwares and Logs/access.log
45.156.128.106,,,,,,,,,1,Malwares and Logs/access.log
121.166.56.223,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
211.106.186.8,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
162.142.125.203,,,,,,,,,1,Malwares and Logs/access.log
87.236.176.201,,,,,,,,,1,Malwares and Logs/access.log
45.56.78.105,,,,,,,,,1,Malwares and Logs/access.log
199.45.154.30,,,,,,,,,1,Malwares and Logs/access.log
88.99.149.173,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.90.60.96,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
1.9.0.1,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
152.32.140.206,,,,,,,,,1,Malwares and Logs/access.log
198.235.24.122,,,,,,,,,1,Malwares and Logs/access.log
34.219.222.227,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
117.52.68.1,,,,,,,,,3,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/KR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
34.217.191.155,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
218.146.5.72,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
149.88.106.136,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.183.212,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
147.185.132.112,,,,,,,,,1,Malwares and Logs/access.log
168.187.130.99,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/kuwait/KW_proxyshell_target.txt
205.210.31.199,,,,,,,,,1,Malwares and Logs/access.log
162.158.172.225,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
206.168.34.52,,,,,,,,,1,Malwares and Logs/access.log
157.173.122.176,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
104.234.225.18,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
54.68.162.101,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
167.94.146.61,,,,,,,,,1,Malwares and Logs/access.log
183.197.75.98,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
205.210.31.66,,,,,,,,,1,Malwares and Logs/access.log
118.130.154.54,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
139.162.133.112,,,,,,,,,1,Malwares and Logs/access.log
129.0.0.0,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.90.62.106,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
124.136.60.16,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
199.45.154.157,,,,,,,,,1,Malwares and Logs/access.log
154.213.184.23,,,,,,,,,1,Malwares and Logs/access.log
89.104.110.178,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
198.235.24.143,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
222.79.103.59,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
35.87.254.85,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
123.215.185.121,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
31.168.163.60,,,,,,,,,4,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0011-0015.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0013-0014.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0006-0010.md
176.53.216.141,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.170.38,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.142.125.32,,,,,,,,,1,Malwares and Logs/access.log
45.134.19.162,,,,,,,,,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0046-0050.md
138.197.192.186,,,,,,,,,1,Malwares and Logs/access.log
152.32.243.245,,,,,,,,,1,Malwares and Logs/access.log
34.48.175.110,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
205.210.31.93,,,,,,,,,1,Malwares and Logs/access.log
118.26.39.169,,,,,,,,,1,Malwares and Logs/access.log
87.236.176.174,,,,,,,,,1,Malwares and Logs/access.log
1.214.196.82,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
193.41.206.176,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
147.185.132.210,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
43.133.139.6,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
185.179.222.50,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
185.172.212.20,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
45.79.181.251,,,,,,,,,1,Malwares and Logs/access.log
45.90.62.186,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.102.99,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
43.155.195.141,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
34.209.128.208,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
119.12.195.241,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
87.236.176.16,,,,,,,,,1,Malwares and Logs/access.log
1.83.125.37,,,,,,,,,1,Malwares and Logs/access.log
176.53.219.62,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
147.185.132.9,,,,,,,,,1,Malwares and Logs/access.log
176.53.219.246,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
165.154.174.108,,,,,,,,,1,Malwares and Logs/access.log
54.202.36.49,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
3.136.234.163,,,,,,,,,1,Malwares and Logs/access.log
198.235.24.179,,,,,,,,,1,Malwares and Logs/access.log
111.7.96.155,,,,,,,,,1,Malwares and Logs/access.log
159.223.17.96,,,,,,,,,1,Malwares and Logs/access.log
35.95.58.22,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
142.93.220.176,,,,,,,,,1,Malwares and Logs/access.log
45.86.202.92,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
211.189.145.135,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
43.163.234.87,,,,,,,,,1,Malwares and Logs/access.log
61.74.184.4,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
154.212.141.181,,,,,,,,,1,Malwares and Logs/access.log
211.239.112.137,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
43.135.142.37,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
193.29.13.175,,,,,,,,,1,Malwares and Logs/access.log
154.212.141.195,,,,,,,,,1,Malwares and Logs/access.log
141.101.97.22,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
40.77.167.79,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
87.236.176.60,,,,,,,,,1,Malwares and Logs/access.log
43.135.182.43,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
218.236.30.156,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
176.53.219.39,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
5.196.160.191,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
34.122.147.229,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
165.227.56.235,,,,,,,,,1,Malwares and Logs/access.log
199.45.154.129,,,,,,,,,1,Malwares and Logs/access.log
118.129.62.6,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
221.165.15.202,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
87.236.176.123,,,,,,,,,1,Malwares and Logs/access.log
206.168.34.33,,,,,,,,,1,Malwares and Logs/access.log
167.94.138.43,,,,,,,,,1,Malwares and Logs/access.log
137.74.181.240,,,,,,,,,1,Malwares and Logs/access.log
212.179.71.55,,,,,,,,,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0011-0015.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0013-0014.md
162.158.134.190,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
95.214.52.232,,,,,,,,,1,Malwares and Logs/access.log
162.158.102.233,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
185.110.30.177,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
152.67.195.194,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
78.153.140.218,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
147.185.132.198,,,,,,,,,1,Malwares and Logs/access.log
141.101.97.73,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
132.0.0.0,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
106.119.167.146,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
165.22.183.3,,,,,,,,,1,Malwares and Logs/access.log
170.64.196.141,,,,,,,,,1,Malwares and Logs/access.log
152.42.212.233,,,,,,,,,1,Malwares and Logs/access.log
162.158.87.110,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
205.210.31.239,,,,,,,,,1,Malwares and Logs/access.log
61.75.80.29,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
198.235.24.170,,,,,,,,,1,Malwares and Logs/access.log
89.104.101.254,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.203.56,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
47.236.70.121,,,,,,,,,1,Malwares and Logs/access.log
167.94.138.39,,,,,,,,,1,Malwares and Logs/access.log
162.158.182.25,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
212.179.91.22,,,,,,,,,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0031-0035.md
87.236.176.26,,,,,,,,,1,Malwares and Logs/access.log
147.185.132.153,,,,,,,,,1,Malwares and Logs/access.log
176.53.217.113,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
185.95.180.51,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
134.209.10.97,,,,,,,,,1,Malwares and Logs/access.log
62.122.184.122,,,,,,,,,1,Malwares and Logs/access.log
35.91.206.31,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
3.8.209.105,,,,,,,,,1,Malwares and Logs/access.log
167.94.138.60,,,,,,,,,1,Malwares and Logs/access.log
193.188.128.41,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
34.78.49.210,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.142.125.8,,,,,,,,,1,Malwares and Logs/access.log
125.75.66.97,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
114.125.29.112,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
170.106.143.6,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
138.199.58.38,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
199.45.155.70,,,,,,,,,1,Malwares and Logs/access.log
128.199.135.175,,,,,,,,,1,Malwares and Logs/access.log
176.53.220.32,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
205.210.31.70,,,,,,,,,1,Malwares and Logs/access.log
222.79.104.23,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.202.122,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
195.208.90.20,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
170.231.251.11,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
205.210.31.14,,,,,,,,,1,Malwares and Logs/access.log
118.26.39.231,,,,,,,,,1,Malwares and Logs/access.log
45.155.39.198,,,,,,,,,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0041-0042.md
205.210.31.81,,,,,,,,,1,Malwares and Logs/access.log
162.158.203.48,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
195.201.41.238,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
185.147.124.50,,,,,,,,,1,Malwares and Logs/access.log
162.158.170.158,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
79.110.62.195,,,,,,,,,1,Malwares and Logs/access.log
205.210.31.29,,,,,,,,,1,Malwares and Logs/access.log
142.93.158.26,,,,,,,,,1,Malwares and Logs/access.log
138.68.164.203,,,,,,,,,1,Malwares and Logs/access.log
31.43.185.66,,,,,,,,,1,Malwares and Logs/access.log
106.75.134.86,,,,,,,,,1,Malwares and Logs/access.log
45.13.250.199,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
199.45.154.17,,,,,,,,,1,Malwares and Logs/access.log
162.158.182.98,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
47.74.46.108,,,,,,,,,1,Malwares and Logs/access.log
104.234.115.9,,,,,,,,,1,Malwares and Logs/access.log
165.227.45.113,,,,,,,,,1,Malwares and Logs/access.log
34.46.228.56,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
104.248.193.81,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
149.88.106.153,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
203.169.5.56,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
205.210.31.82,,,,,,,,,1,Malwares and Logs/access.log
89.104.101.183,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
5.160.24.139,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
212.70.149.142,,,,,,,,,1,Malwares and Logs/access.log
162.158.182.212,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
175.200.199.113,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
45.90.60.203,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.142.125.211,,,,,,,,,1,Malwares and Logs/access.log
157.230.52.25,,,,,,,,,1,Malwares and Logs/access.log
45.90.62.108,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
103.56.61.130,,,,,,,,,1,Malwares and Logs/access.log
162.158.182.56,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
113.141.91.58,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
218.147.24.14,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
209.38.100.149,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
109.232.1.181,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
91.92.245.67,,,,,,,,,1,Malwares and Logs/access.log
94.103.125.8,,,,,,,,,1,Malwares and Logs/access.log
205.210.31.90,,,,,,,,,1,Malwares and Logs/access.log
195.244.23.21,,,,,,,,,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0006-0010.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0009-0010.md
206.168.34.123,,,,,,,,,1,Malwares and Logs/access.log
93.158.90.30,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
64.227.151.3,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
35.94.83.73,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
194.59.30.130,,,,,,,,,1,Malwares and Logs/access.log
205.210.31.222,,,,,,,,,1,Malwares and Logs/access.log
3.8.117.194,,,,,,,,,1,Malwares and Logs/access.log
141.101.76.92,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.221.223,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.217.250,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
89.104.101.209,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
167.94.138.41,,,,,,,,,1,Malwares and Logs/access.log
35.203.211.97,,,,,,,,,1,Malwares and Logs/access.log
66.249.68.4,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
147.185.132.249,,,,,,,,,1,Malwares and Logs/access.log
156.146.56.131,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
85.206.160.115,,,,,,,,,1,Malwares and Logs/access.log
147.185.132.192,,,,,,,,,1,Malwares and Logs/access.log
3.10.198.164,,,,,,,,,1,Malwares and Logs/access.log
157.245.248.184,,,,,,,,,1,Malwares and Logs/access.log
205.210.31.106,,,,,,,,,1,Malwares and Logs/access.log
80.75.212.9,,,,,,,,,1,Malwares and Logs/access.log
159.223.47.78,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
188.166.232.254,,,,,,,,,1,Malwares and Logs/access.log
34.83.12.112,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.102.60,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
80.66.88.215,,,,,,,,,1,Malwares and Logs/access.log
141.101.97.122,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
205.169.39.30,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
167.94.138.56,,,,,,,,,1,Malwares and Logs/access.log
193.227.165.69,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv|Malwares and Logs/All_Proxy_Shell_Targets/LB/LB_Proxy_Shell_target.txt
154.213.184.20,,,,,,,,,1,Malwares and Logs/access.log
165.22.149.99,,,,,,,,,1,Malwares and Logs/access.log
165.154.58.108,,,,,,,,,1,Malwares and Logs/access.log
206.168.34.45,,,,,,,,,1,Malwares and Logs/access.log
113.130.225.1,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
162.158.103.160,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
210.110.233.79,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
52.40.40.194,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
213.32.32.92,,,,,,,,,1,Malwares and Logs/access.log
162.158.86.51,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
111.7.100.21,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
198.235.24.107,,,,,,,,,1,Malwares and Logs/access.log
173.230.134.210,,,,,,,,,1,Malwares and Logs/access.log
61.43.45.221,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
45.90.63.107,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.170.141,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
80.66.76.134,,,,,,,,,1,Malwares and Logs/access.log
211.113.188.68,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
77.221.151.139,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
146.70.205.148,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.170.66,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
203.33.203.148,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
157.230.144.30,,,,,,,,,1,Malwares and Logs/access.log
162.158.170.195,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
104.248.115.29,,,,,,,,,1,Malwares and Logs/access.log
91.198.205.28,,,,,,,,,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0011-0015.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0013-0014.md
111.7.96.163,,,,,,,,,1,Malwares and Logs/access.log
109.74.204.123,,,,,,,,,1,Malwares and Logs/access.log
207.232.19.12,,,,,,,,,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0006-0010.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0009-0010.md
195.201.2.79,,,,,,,,,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0031-0032.md
185.247.137.192,,,,,,,,,1,Malwares and Logs/access.log
37.235.27.28,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
138.199.30.2,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
154.83.229.88,,,,,,,,,1,Malwares and Logs/access.log
89.104.111.99,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
87.236.176.44,,,,,,,,,1,Malwares and Logs/access.log
176.53.223.40,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
143.198.44.59,,,,,,,,,1,Malwares and Logs/access.log
206.168.34.119,,,,,,,,,1,Malwares and Logs/access.log
